State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
MISSOURI - Nonmetropolitan Counties,Scott,178,0,1,,0,177,206,73,120,13,1
MISSOURI - Nonmetropolitan Counties,Shannon,24,0,3,,2,19,56,6,41,9,1
MISSOURI - Nonmetropolitan Counties,Shelby,3,0,3,,0,0,22,9,11,2,0
MISSOURI - Nonmetropolitan Counties,St. Clair,22,1,3,,0,18,148,67,70,11,4
MISSOURI - Nonmetropolitan Counties,Ste. Genevieve,31,0,8,,0,23,116,28,71,17,1
MISSOURI - Nonmetropolitan Counties,St. Francois,70,2,3,,3,62,390,111,222,57,2
MISSOURI - Nonmetropolitan Counties,Stoddard,15,0,0,,1,14,148,39,96,13,0
MISSOURI - Nonmetropolitan Counties,Stone,130,0,3,,1,126,378,124,235,19,1
MISSOURI - Nonmetropolitan Counties,Sullivan,9,0,2,,0,7,51,24,18,9,0
MISSOURI - Nonmetropolitan Counties,Taney,93,0,6,,0,87,337,81,206,50,1
MISSOURI - Nonmetropolitan Counties,Texas,21,2,2,,1,16,156,62,79,15,1
MISSOURI - Nonmetropolitan Counties,Vernon,68,0,6,,1,61,300,112,165,23,1
MISSOURI - Nonmetropolitan Counties,Washington,106,0,14,,4,88,297,98,170,29,5
MISSOURI - Nonmetropolitan Counties,Wayne,20,2,5,,0,13,215,80,104,31,1
MISSOURI - Nonmetropolitan Counties,Worth,1,0,0,,0,1,8,1,7,0,0
MISSOURI - Nonmetropolitan Counties,Wright,26,0,0,,0,26,98,39,43,16,0
MONTANA - Metropolitan Counties,Carbon,15,3,0,,0,12,57,21,31,5,1
MONTANA - Metropolitan Counties,Cascade,27,1,3,,1,22,205,42,144,19,2
MONTANA - Metropolitan Counties,Golden Valley,2,0,0,,0,2,6,3,2,1,0
MONTANA - Metropolitan Counties,Missoula,93,0,16,,3,74,199,100,78,21,4
MONTANA - Metropolitan Counties,Yellowstone,91,0,18,,10,63,668,146,421,101,8
MONTANA - Nonmetropolitan Counties,Beaverhead,3,0,0,,0,3,9,2,7,0,0
MONTANA - Nonmetropolitan Counties,Big Horn,71,2,3,,0,66,411,13,332,66,1
MONTANA - Nonmetropolitan Counties,Blaine,10,0,1,,0,9,3,1,2,0,0
MONTANA - Nonmetropolitan Counties,Broadwater,28,0,0,,0,28,37,10,22,5,0
MONTANA - Nonmetropolitan Counties,Carter,0,0,0,,0,0,0,0,0,0,0
MONTANA - Nonmetropolitan Counties,Custer,9,0,2,,1,6,37,9,22,6,1
MONTANA - Nonmetropolitan Counties,Daniels,0,0,0,,0,0,2,0,1,1,0
MONTANA - Nonmetropolitan Counties,Dawson,18,0,1,,0,17,63,25,31,7,0
MONTANA - Nonmetropolitan Counties,Deer Lodge,37,1,2,,1,33,335,84,217,34,0
MONTANA - Nonmetropolitan Counties,Fallon,2,0,0,,0,2,4,2,1,1,0
MONTANA - Nonmetropolitan Counties,Fergus,32,0,11,,1,20,58,21,34,3,1
MONTANA - Nonmetropolitan Counties,Flathead,191,2,23,,4,162,1372,225,991,156,5
MONTANA - Nonmetropolitan Counties,Gallatin,73,2,24,,1,46,420,58,324,38,1
MONTANA - Nonmetropolitan Counties,Garfield,1,0,0,,0,1,8,2,5,1,0
MONTANA - Nonmetropolitan Counties,Glacier,15,0,0,,0,15,43,6,25,12,1
MONTANA - Nonmetropolitan Counties,Granite,5,0,1,,0,4,59,11,43,5,0
MONTANA - Nonmetropolitan Counties,Hill,23,0,2,,0,21,143,28,103,12,1
MONTANA - Nonmetropolitan Counties,Jefferson,34,0,0,,0,34,124,20,93,11,1
MONTANA - Nonmetropolitan Counties,Judith Basin,2,0,0,,0,2,12,3,7,2,0
MONTANA - Nonmetropolitan Counties,Lake,72,1,5,,5,61,316,106,166,44,7
MONTANA - Nonmetropolitan Counties,Lewis and Clark,104,1,25,,5,73,440,111,286,43,9
MONTANA - Nonmetropolitan Counties,Liberty,9,1,0,,0,8,0,0,0,0,0
MONTANA - Nonmetropolitan Counties,Lincoln,28,1,2,,0,25,162,34,118,10,0
MONTANA - Nonmetropolitan Counties,Madison,8,0,0,,0,8,42,12,28,2,1
MONTANA - Nonmetropolitan Counties,McCone,2,0,0,,0,2,11,3,4,4,0
MONTANA - Nonmetropolitan Counties,Meagher,2,0,0,,0,2,13,1,10,2,0
MONTANA - Nonmetropolitan Counties,Mineral,4,0,0,,0,4,0,0,0,0,0
MONTANA - Nonmetropolitan Counties,Musselshell,31,1,1,,1,28,90,14,66,10,2
MONTANA - Nonmetropolitan Counties,Park,16,0,2,,0,14,80,8,65,7,0
MONTANA - Nonmetropolitan Counties,Phillips,11,0,1,,0,10,39,5,31,3,0
MONTANA - Nonmetropolitan Counties,Pondera,1,0,1,,0,0,10,0,9,1,0
MONTANA - Nonmetropolitan Counties,Powder River,0,0,0,,0,0,9,0,8,1,0
MONTANA - Nonmetropolitan Counties,Powell,8,0,2,,0,6,17,5,10,2,0
MONTANA - Nonmetropolitan Counties,Prairie,3,0,0,,0,3,12,1,6,5,0
MONTANA - Nonmetropolitan Counties,Ravalli,61,0,7,,2,52,246,33,207,6,1
MONTANA - Nonmetropolitan Counties,Richland,15,0,4,,0,11,70,10,50,10,0
MONTANA - Nonmetropolitan Counties,Roosevelt,53,2,0,,0,51,43,12,25,6,0
MONTANA - Nonmetropolitan Counties,Rosebud,5,0,1,,0,4,27,6,15,6,0
MONTANA - Nonmetropolitan Counties,Sanders,14,0,4,,1,9,58,11,44,3,2
MONTANA - Nonmetropolitan Counties,Sheridan,6,0,0,,0,6,57,5,52,0,1
MONTANA - Nonmetropolitan Counties,Silver Bow,98,0,10,,3,85,1738,210,1372,156,1
MONTANA - Nonmetropolitan Counties,Stillwater,17,0,7,,0,10,46,17,22,7,1
MONTANA - Nonmetropolitan Counties,Sweet Grass,5,3,0,,0,2,12,0,10,2,0
MONTANA - Nonmetropolitan Counties,Teton,19,0,2,,1,16,50,23,22,5,0
MONTANA - Nonmetropolitan Counties,Toole,22,0,3,,0,19,72,8,60,4,1
MONTANA - Nonmetropolitan Counties,Treasure,0,0,0,,0,0,1,0,0,1,0
MONTANA - Nonmetropolitan Counties,Valley,8,1,2,,0,5,9,4,5,0,0
MONTANA - Nonmetropolitan Counties,Wheatland,10,0,1,,0,9,6,1,4,1,0
MONTANA - Nonmetropolitan Counties,Wibaux,0,0,0,,0,0,2,0,2,0,0
NEBRASKA - Metropolitan Counties,Cass,23,0,9,,0,14,202,39,146,17,0
NEBRASKA - Metropolitan Counties,Dakota,18,1,1,,3,13,69,17,43,9,0
NEBRASKA - Metropolitan Counties,Dixon,3,0,2,,0,1,47,12,30,5,1
NEBRASKA - Metropolitan Counties,Douglas,159,2,12,,9,136,663,193,402,68,3
NEBRASKA - Metropolitan Counties,Hall,33,0,1,,0,32,144,42,88,14,2
NEBRASKA - Metropolitan Counties,Hamilton,8,0,2,,0,6,40,15,17,8,0
NEBRASKA - Metropolitan Counties,Lancaster,22,0,7,,0,15,200,59,129,12,1
NEBRASKA - Metropolitan Counties,Merrick,4,0,1,,0,3,10,3,6,1,0
NEBRASKA - Metropolitan Counties,Sarpy,52,0,9,,8,35,826,90,649,87,0
NEBRASKA - Metropolitan Counties,Saunders,10,0,3,,0,7,72,28,33,11,1
NEBRASKA - Metropolitan Counties,Seward,8,0,3,,0,5,27,8,16,3,1
NEBRASKA - Metropolitan Counties,Washington,4,0,1,,0,3,60,6,47,7,0
NEBRASKA - Nonmetropolitan Counties,Adams,6,0,3,,0,3,87,29,48,10,3
NEBRASKA - Nonmetropolitan Counties,Antelope,9,0,2,,0,7,19,2,16,1,0
NEBRASKA - Nonmetropolitan Counties,Arthur,0,0,0,,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Box Butte,1,0,0,,0,1,14,5,7,2,0
NEBRASKA - Nonmetropolitan Counties,Brown,0,0,0,,0,0,25,11,12,2,0
NEBRASKA - Nonmetropolitan Counties,Buffalo,10,0,6,,0,4,109,16,84,9,1
NEBRASKA - Nonmetropolitan Counties,Burt,2,0,1,,0,1,21,5,16,0,0
NEBRASKA - Nonmetropolitan Counties,Butler,5,0,2,,0,3,14,4,9,1,0
NEBRASKA - Nonmetropolitan Counties,Cedar,2,0,1,,0,1,23,0,20,3,0
NEBRASKA - Nonmetropolitan Counties,Chase,2,0,0,,0,2,7,0,6,1,0
NEBRASKA - Nonmetropolitan Counties,Cherry,0,0,0,,0,0,13,3,10,0,0
NEBRASKA - Nonmetropolitan Counties,Cheyenne,4,0,2,,0,2,15,4,8,3,0
NEBRASKA - Nonmetropolitan Counties,Clay,6,0,0,,0,6,15,10,1,4,0
NEBRASKA - Nonmetropolitan Counties,Colfax,5,0,4,,1,0,26,1,21,4,0
NEBRASKA - Nonmetropolitan Counties,Cuming,1,0,0,,0,1,14,5,7,2,0
NEBRASKA - Nonmetropolitan Counties,Custer,6,0,2,,0,4,68,21,42,5,0
NEBRASKA - Nonmetropolitan Counties,Dawes,2,0,0,,0,2,11,3,8,0,0
NEBRASKA - Nonmetropolitan Counties,Dawson,8,1,2,,0,5,50,9,37,4,0
NEBRASKA - Nonmetropolitan Counties,Dodge,19,0,7,,2,10,98,20,68,10,0
NEBRASKA - Nonmetropolitan Counties,Fillmore,1,0,0,,0,1,15,6,7,2,0
NEBRASKA - Nonmetropolitan Counties,Franklin,2,0,0,,0,2,7,3,2,2,0
NEBRASKA - Nonmetropolitan Counties,Furnas,3,0,0,,0,3,60,19,39,2,0
NEBRASKA - Nonmetropolitan Counties,Gage,25,0,5,,0,20,108,67,39,2,1
NEBRASKA - Nonmetropolitan Counties,Garfield,0,0,0,,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Gosper,2,0,0,,0,2,11,4,6,1,0
NEBRASKA - Nonmetropolitan Counties,Hayes,3,0,1,,0,2,4,0,4,0,0
NEBRASKA - Nonmetropolitan Counties,Hitchcock,4,1,3,,0,0,20,8,11,1,1
NEBRASKA - Nonmetropolitan Counties,Holt,2,0,1,,0,1,11,1,8,2,0
NEBRASKA - Nonmetropolitan Counties,Hooker,0,0,0,,0,0,2,0,2,0,0
NEBRASKA - Nonmetropolitan Counties,Kearney,3,0,0,,0,3,39,12,25,2,0
NEBRASKA - Nonmetropolitan Counties,Keith,2,0,1,,0,1,20,7,11,2,0
NEBRASKA - Nonmetropolitan Counties,Keya Paha,0,0,0,,0,0,1,0,0,1,0
NEBRASKA - Nonmetropolitan Counties,Kimball,0,0,0,,0,0,14,3,9,2,0
NEBRASKA - Nonmetropolitan Counties,Knox,2,0,0,,0,2,25,4,13,8,0
NEBRASKA - Nonmetropolitan Counties,Lincoln,19,0,2,,0,17,116,27,77,12,2
NEBRASKA - Nonmetropolitan Counties,Madison,10,0,2,,0,8,51,11,32,8,0
NEBRASKA - Nonmetropolitan Counties,Morrill,2,0,0,,0,2,39,6,29,4,0
NEBRASKA - Nonmetropolitan Counties,Nemaha,9,0,2,,0,7,61,17,40,4,0
NEBRASKA - Nonmetropolitan Counties,Otoe,3,0,0,,1,2,44,6,32,6,0
NEBRASKA - Nonmetropolitan Counties,Pawnee,1,0,0,,0,1,44,10,33,1,0
NEBRASKA - Nonmetropolitan Counties,Perkins,0,0,0,,0,0,21,7,10,4,0
NEBRASKA - Nonmetropolitan Counties,Phelps,2,0,1,,0,1,25,6,16,3,0
NEBRASKA - Nonmetropolitan Counties,Pierce,2,0,0,,0,2,11,5,5,1,0
NEBRASKA - Nonmetropolitan Counties,Platte,15,0,2,,0,13,82,12,63,7,0
NEBRASKA - Nonmetropolitan Counties,Red Willow,2,0,0,,0,2,18,7,9,2,0
NEBRASKA - Nonmetropolitan Counties,Richardson,0,0,0,,0,0,27,6,21,0,0
NEBRASKA - Nonmetropolitan Counties,Rock,0,0,0,,0,0,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,Saline,5,0,1,,0,4,33,9,19,5,1
NEBRASKA - Nonmetropolitan Counties,Scotts Bluff,12,0,3,,1,8,128,62,58,8,0
NEBRASKA - Nonmetropolitan Counties,Sheridan,14,0,1,,1,12,33,7,21,5,0
NEBRASKA - Nonmetropolitan Counties,Sherman,1,0,0,,0,1,14,3,9,2,0
NEBRASKA - Nonmetropolitan Counties,Stanton,6,0,4,,0,2,41,5,36,0,1
NEBRASKA - Nonmetropolitan Counties,Thayer,1,0,0,,0,1,55,2,51,2,
NEBRASKA - Nonmetropolitan Counties,Thurston,6,0,0,,1,5,16,3,7,6,1
NEBRASKA - Nonmetropolitan Counties,Webster,2,0,0,,0,2,11,2,5,4,0
NEBRASKA - Nonmetropolitan Counties,Wheeler,3,0,0,,0,3,0,0,0,0,0
NEBRASKA - Nonmetropolitan Counties,York,2,0,2,,0,0,34,6,22,6,0
NEVADA - Metropolitan Counties,Carson City,154,1,3,,18,132,971,206,681,84,6
NEVADA - Metropolitan Counties,Storey,43,1,1,,0,41,73,21,46,6,1
NEVADA - Metropolitan Counties,Washoe,132,1,24,,7,100,770,202,465,103,7
NEVADA - Nonmetropolitan Counties,Churchill,28,0,5,,0,23,185,63,108,14,2
NEVADA - Nonmetropolitan Counties,Douglas,67,0,11,,2,54,795,117,633,45,3
NEVADA - Nonmetropolitan Counties,Elko,48,2,0,,0,46,193,38,127,28,4
NEVADA - Nonmetropolitan Counties,Esmeralda,1,0,0,,0,1,5,1,4,0,0
NEVADA - Nonmetropolitan Counties,Eureka,7,0,1,,1,5,38,19,17,2,0
NEVADA - Nonmetropolitan Counties,Humboldt,29,0,4,,0,25,67,32,30,5,2
NEVADA - Nonmetropolitan Counties,Lander,40,3,12,,1,24,112,57,45,10,1
NEVADA - Nonmetropolitan Counties,Lincoln,3,0,1,,0,2,37,9,27,1,2
NEVADA - Nonmetropolitan Counties,Lyon,137,3,15,,8,111,567,138,367,62,7
NEVADA - Nonmetropolitan Counties,Mineral,6,0,1,,0,5,21,12,1,8,0
NEVADA - Nonmetropolitan Counties,Nye,80,0,13,,12,55,915,338,465,112,1
NEVADA - Nonmetropolitan Counties,Pershing,29,2,4,,0,23,46,20,25,1,0
NEVADA - Nonmetropolitan Counties,White Pine,13,0,1,,3,9,82,25,42,15,3
NEW HAMPSHIRE - Metropolitan Counties,Rockingham,7,0,3,,0,4,2,0,1,1,0
NEW HAMPSHIRE - Metropolitan Counties,Strafford,4,0,2,,0,2,1,0,1,0,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Carroll,13,0,1,,2,10,78,19,52,7,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Cheshire,0,0,0,,0,0,10,4,6,0,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Grafton,3,0,2,,0,1,5,0,5,0,0
NEW HAMPSHIRE - Nonmetropolitan Counties,Merrimack,2,0,1,,0,1,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Atlantic,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Bergen,8,0,0,,0,8,56,3,51,2,2
NEW JERSEY - Metropolitan Counties,Burlington,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Camden,9,0,0,,1,8,32,2,30,0,0
NEW JERSEY - Metropolitan Counties,Camden County Police Department,1574,47,88,,427,1012,2644,648,1492,504,94
NEW JERSEY - Metropolitan Counties,Cape May,0,0,0,,0,0,2,0,2,0,0
NEW JERSEY - Metropolitan Counties,Cumberland,0,0,0,,0,0,1,0,1,0,0
NEW JERSEY - Metropolitan Counties,Essex,95,1,0,,46,48,79,19,59,1,0
NEW JERSEY - Metropolitan Counties,Gloucester,6,0,0,,0,6,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Hudson,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Hunterdon,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Mercer,2,0,0,,1,1,8,2,6,0,0
NEW JERSEY - Metropolitan Counties,Middlesex,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Monmouth,2,0,0,,0,2,1,0,1,0,0
NEW JERSEY - Metropolitan Counties,Morris,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Ocean,0,0,0,,0,0,5,3,2,0,0
NEW JERSEY - Metropolitan Counties,Passaic,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Salem,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Somerset,0,0,0,,0,0,4,0,4,0,0
NEW JERSEY - Metropolitan Counties,Sussex,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Union,0,0,0,,0,0,0,0,0,0,0
NEW JERSEY - Metropolitan Counties,Warren,0,0,0,,0,0,0,0,0,0,0
NEW MEXICO - Metropolitan Counties,Bernalillo,763,9,,52,122,580,2820,909,1452,459,103
NEW MEXICO - Metropolitan Counties,Dona Ana,188,6,,42,6,134,834,308,437,89,
NEW MEXICO - Metropolitan Counties,Sandoval,25,0,,3,1,21,166,47,111,8,
NEW MEXICO - Metropolitan Counties,Santa Fe,111,1,,8,13,89,656,397,257,2,
NEW MEXICO - Metropolitan Counties,Torrance,66,1,,11,4,50,193,106,59,28,
NEW MEXICO - Metropolitan Counties,Valencia,386,0,,19,11,356,1196,414,516,266,
NEW MEXICO - Nonmetropolitan Counties,Catron,7,0,,0,0,7,17,3,12,2,
NEW MEXICO - Nonmetropolitan Counties,Chaves,62,1,,12,1,48,207,89,89,29,
NEW MEXICO - Nonmetropolitan Counties,Cibola,78,0,,3,0,75,91,44,33,14,
NEW MEXICO - Nonmetropolitan Counties,Colfax,12,0,,0,2,10,23,13,7,3,
NEW MEXICO - Nonmetropolitan Counties,Curry,18,2,,2,1,13,158,74,68,16,
NEW MEXICO - Nonmetropolitan Counties,De Baca,2,0,,0,1,1,31,16,11,4,
NEW MEXICO - Nonmetropolitan Counties,Eddy,39,2,,0,1,36,328,63,202,63,
NEW MEXICO - Nonmetropolitan Counties,Hidalgo,4,0,,0,1,3,18,11,6,1,
NEW MEXICO - Nonmetropolitan Counties,Lea,22,1,,5,2,14,384,135,215,34,
NEW MEXICO - Nonmetropolitan Counties,Lincoln,23,0,,4,0,19,102,48,49,5,
NEW MEXICO - Nonmetropolitan Counties,Luna,44,0,,0,1,43,242,91,123,28,
NEW MEXICO - Nonmetropolitan Counties,McKinley,85,1,,8,5,71,265,87,157,21,
NEW MEXICO - Nonmetropolitan Counties,Mora,5,0,,0,0,5,25,12,8,5,
NEW MEXICO - Nonmetropolitan Counties,Otero,124,0,,10,0,114,272,115,139,18,
NEW MEXICO - Nonmetropolitan Counties,Quay,3,0,,0,0,3,29,12,15,2,
NEW MEXICO - Nonmetropolitan Counties,San Miguel,8,0,,0,0,8,4,1,1,2,
NEW MEXICO - Nonmetropolitan Counties,Sierra,35,2,,8,0,25,76,27,41,8,
NEW MEXICO - Nonmetropolitan Counties,Socorro,18,0,,3,0,15,47,11,30,6,
NEW MEXICO - Nonmetropolitan Counties,Union,2,0,,0,0,2,11,8,3,0,
NEW YORK - Metropolitan Counties,Albany,19,0,7,,0,12,157,24,124,9,0
NEW YORK - Metropolitan Counties,Broome,45,0,13,,5,27,528,141,362,25,0
NEW YORK - Metropolitan Counties,Chemung,20,1,5,,2,12,390,40,342,8,1
NEW YORK - Metropolitan Counties,Dutchess,35,0,17,,2,16,496,112,378,6,0
NEW YORK - Metropolitan Counties,Erie,71,0,0,,12,59,762,141,600,21,5
NEW YORK - Metropolitan Counties,Herkimer,2,0,,0,0,2,0,0,0,0,0
NEW YORK - Metropolitan Counties,Jefferson,38,0,15,,1,22,272,48,218,6,0
NEW YORK - Metropolitan Counties,Livingston,31,1,10,,0,20,312,48,249,15,0
NEW YORK - Metropolitan Counties,Madison,16,0,9,,0,7,116,24,81,11,1
NEW YORK - Metropolitan Counties,Nassau,1157,12,38,,478,629,10660,1144,9054,462,68
NEW YORK - Metropolitan Counties,Niagara,70,0,17,,20,33,822,166,609,47,3
NEW YORK - Metropolitan Counties,Oneida,71,0,45,,1,25,342,96,229,17,1
NEW YORK - Metropolitan Counties,Onondaga,187,4,42,,34,107,1783,306,1409,68,9
NEW YORK - Metropolitan Counties,Ontario,61,0,28,,7,26,904,157,730,17,0
NEW YORK - Metropolitan Counties,Orange,14,0,0,,1,13,17,0,17,0,1
NEW YORK - Metropolitan Counties,Orleans,20,0,8,,1,11,200,56,140,4,0
NEW YORK - Metropolitan Counties,Oswego,56,0,26,,3,27,304,68,218,18,0
NEW YORK - Metropolitan Counties,Putnam,16,0,3,,4,9,291,44,243,4,0
NEW YORK - Metropolitan Counties,Rensselaer,15,1,2,,3,9,249,39,201,9,2
NEW YORK - Metropolitan Counties,Rockland,7,0,0,,0,7,33,2,30,1,0
NEW YORK - Metropolitan Counties,Saratoga,85,2,14,,2,67,1102,167,892,43,0
NEW YORK - Metropolitan Counties,Schenectady,1,0,,0,1,0,16,6,9,1,0
NEW YORK - Metropolitan Counties,Schoharie,2,0,2,,0,0,49,15,34,0,2
NEW YORK - Metropolitan Counties,Suffolk,63,0,,0,0,63,0,0,0,0,0
NEW YORK - Metropolitan Counties,Suffolk County Police Department,1577,33,109,,541,894,18254,1743,15432,1079,109
NEW YORK - Metropolitan Counties,Tioga,16,1,2,,1,12,181,51,119,11,1
NEW YORK - Metropolitan Counties,Ulster,30,1,4,,1,24,212,44,150,18,0
NEW YORK - Metropolitan Counties,Warren,44,0,17,,5,22,620,77,541,2,1
NEW YORK - Metropolitan Counties,Washington,27,0,20,,0,7,169,31,133,5,0
NEW YORK - Metropolitan Counties,Westchester Public Safety,72,0,,2,7,63,305,19,270,16,5
NEW YORK - Metropolitan Counties,Yates,16,0,5,,1,10,216,58,156,2,0
NEW YORK - Nonmetropolitan Counties,Allegany,1,0,0,,0,1,1,0,1,0,0
NEW YORK - Nonmetropolitan Counties,Cattaraugus,34,0,19,,1,14,282,80,180,22,4
NEW YORK - Nonmetropolitan Counties,Cayuga,22,1,15,,2,4,166,49,113,4,1
NEW YORK - Nonmetropolitan Counties,Chautauqua,51,0,17,,6,28,571,181,368,22,2
NEW YORK - Nonmetropolitan Counties,Chenango,22,0,8,,0,14,319,69,248,2,0
NEW YORK - Nonmetropolitan Counties,Clinton,8,0,0,,0,8,13,2,11,0,0
NEW YORK - Nonmetropolitan Counties,Columbia,19,0,4,,1,14,285,77,203,5,0
NEW YORK - Nonmetropolitan Counties,Cortland,7,0,4,,2,1,246,43,203,0,0
NEW YORK - Nonmetropolitan Counties,Delaware,29,0,22,,3,4,110,31,73,6,0
NEW YORK - Nonmetropolitan Counties,Essex,0,0,0,,0,0,6,0,6,0,0
NEW YORK - Nonmetropolitan Counties,Franklin,0,0,,0,0,0,0,0,0,0,0
NEW YORK - Nonmetropolitan Counties,Fulton7,22,0,6,,0,16,345,51,283,11,2
NEW YORK - Nonmetropolitan Counties,Genesee,39,0,16,,5,18,430,74,322,34,0
NEW YORK - Nonmetropolitan Counties,Greene,7,0,,0,0,7,22,6,16,0,0
NEW YORK - Nonmetropolitan Counties,Hamilton,3,0,,1,0,2,2,0,2,0,0
NEW YORK - Nonmetropolitan Counties,Lewis,4,1,1,,0,2,65,26,38,1,0
NEW YORK - Nonmetropolitan Counties,Montgomery,22,0,5,,3,14,392,47,343,2,0
NEW YORK - Nonmetropolitan Counties,Otsego,19,0,0,,3,16,59,23,33,3,0
NEW YORK - Nonmetropolitan Counties,Schuyler,7,0,1,,0,6,25,10,14,1,0
NEW YORK - Nonmetropolitan Counties,Seneca,4,0,0,,0,4,51,14,35,2,0
NEW YORK - Nonmetropolitan Counties,Steuben,13,0,7,,0,6,118,29,85,4,1
NEW YORK - Nonmetropolitan Counties,St. Lawrence,14,0,2,,0,12,50,7,42,1,0
NEW YORK - Nonmetropolitan Counties,Sullivan,29,1,0,,3,25,294,56,233,5,3
NEW YORK - Nonmetropolitan Counties,Wyoming,14,0,3,,1,10,152,35,115,2,0
NORTH CAROLINA - Metropolitan Counties,Alamance,95,3,,6,6,80,752,328,372,52,2
NORTH CAROLINA - Metropolitan Counties,Alexander,83,4,,10,2,67,546,213,312,21,5
NORTH CAROLINA - Metropolitan Counties,Buncombe,155,5,,9,28,113,1826,666,1019,141,8
NORTH CAROLINA - Metropolitan Counties,Burke,91,5,,2,16,68,1143,459,575,109,2
NORTH CAROLINA - Metropolitan Counties,Cabarrus,38,1,,3,19,15,730,231,461,38,4
NORTH CAROLINA - Metropolitan Counties,Caldwell,95,1,,11,12,71,1271,492,686,93,6
NORTH CAROLINA - Metropolitan Counties,Catawba,165,3,,21,16,125,1261,476,712,73,14
NORTH CAROLINA - Metropolitan Counties,Chatham,55,2,,6,9,38,602,258,323,21,1
NORTH CAROLINA - Metropolitan Counties,Currituck,37,0,,5,2,30,356,129,215,12,1
NORTH CAROLINA - Metropolitan Counties,Davidson,105,5,,5,21,74,1621,938,562,121,5
NORTH CAROLINA - Metropolitan Counties,Davie,58,0,,5,3,50,589,190,375,24,1
NORTH CAROLINA - Metropolitan Counties,Durham,80,5,,5,22,48,566,231,295,40,0
NORTH CAROLINA - Metropolitan Counties,Edgecombe,65,5,,6,13,41,461,202,233,26,7
NORTH CAROLINA - Metropolitan Counties,Forsyth,276,2,,13,40,221,2168,551,1508,109,19
NORTH CAROLINA - Metropolitan Counties,Franklin,69,4,,7,9,49,889,376,451,62,6
NORTH CAROLINA - Metropolitan Counties,Gaston,15,0,,0,0,15,0,0,0,0,0
NORTH CAROLINA - Metropolitan Counties,Haywood,148,1,,13,10,124,975,454,457,64,7
NORTH CAROLINA - Metropolitan Counties,Iredell,205,3,,11,17,174,1449,457,874,118,4
NORTH CAROLINA - Metropolitan Counties,Johnston,160,3,,16,39,102,1874,776,1000,98,7
NORTH CAROLINA - Metropolitan Counties,Lincoln,85,0,,12,4,69,1024,305,655,64,6
NORTH CAROLINA - Metropolitan Counties,Madison,7,1,,0,1,5,182,86,91,5,1
NORTH CAROLINA - Metropolitan Counties,Nash,70,2,,11,5,52,425,183,218,24,2
NORTH CAROLINA - Metropolitan Counties,New Hanover,155,2,,15,44,94,1779,468,1249,62,19
NORTH CAROLINA - Metropolitan Counties,Orange,43,2,,5,6,30,505,213,273,19,1
NORTH CAROLINA - Metropolitan Counties,Pamlico,6,0,,1,2,3,207,33,158,16,1
NORTH CAROLINA - Metropolitan Counties,Pender,57,0,,11,8,38,867,208,607,52,2
NORTH CAROLINA - Metropolitan Counties,Person,49,6,,3,3,37,294,133,149,12,2
NORTH CAROLINA - Metropolitan Counties,Pitt,157,5,,6,28,118,1066,423,573,70,1
NORTH CAROLINA - Metropolitan Counties,Rockingham,66,6,,2,14,44,916,406,466,44,4
NORTH CAROLINA - Metropolitan Counties,Rowan,151,7,,12,14,118,905,293,562,50,4
NORTH CAROLINA - Metropolitan Counties,Stokes,45,1,,0,0,44,772,216,514,42,1
NORTH CAROLINA - Metropolitan Counties,Union,182,6,,21,38,117,2102,618,1387,97,16
NORTH CAROLINA - Metropolitan Counties,Wake,173,5,,15,25,128,1678,582,967,129,14
NORTH CAROLINA - Metropolitan Counties,Wayne,133,0,,4,29,100,1592,676,796,120,4
NORTH CAROLINA - Metropolitan Counties,Yadkin,57,1,,4,6,46,485,179,268,38,1
NORTH CAROLINA - Nonmetropolitan Counties,Anson,33,0,,0,5,28,274,184,85,5,2
NORTH CAROLINA - Nonmetropolitan Counties,Ashe,24,0,,3,0,21,197,73,110,14,0
NORTH CAROLINA - Nonmetropolitan Counties,Beaufort,68,1,,5,9,53,496,190,285,21,1
